,Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [캜],max. Battery Temperature [캜],SoC [%],displayed SoC [%],min. SoC [%],max. SoC [%),Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [캜],Requested Coolant Temperature [캜],Heat Exchanger Temperature [캜],Cabin Temperature Sensor [캜],Unnamed: 23
0,0.0,0.0,571.0,0.0,0.0,0.17,0.0,391.6,-7.6,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,29.0,39.84,
1,0.1,0.0,571.0,0.0,0.0,0.18,0.0,391.6,-7.6,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,29.0,39.84,
2,0.2,0.0,571.0,0.0,0.0,0.19,0.0,391.6,-7.6,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,29.0,39.84,
3,0.3,0.0,571.0,0.0,0.0,0.17,0.0,391.6,-7.6,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,29.0,39.84,
4,0.4,0.0,571.0,0.0,0.0,0.17,0.0,391.6,-7.59,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,29.0,39.84,43650.0
5,0.5,0.0,571.0,0.0,0.0,0.21,0.0,391.6,-7.54,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,29.0,39.84,
6,0.6,0.0,571.0,0.0,0.0,0.2,0.0,391.6,-7.51,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,29.0,39.84,
7,0.7,0.0,571.0,0.0,0.0,0.17,0.0,391.6,-7.56,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,28.95,39.84,
8,0.8,0.0,571.0,0.0,0.0,0.18,0.0,391.6,-7.6,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,28.9,39.84,
9,0.9,0.0,571.0,0.0,0.0,0.15,0.0,391.6,-7.6,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,28.85,39.84,
10,1.0,0.0,571.0,0.0,0.0,0.14,0.0,391.6,-7.6,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,28.8,39.84,
11,1.1,0.0,571.0,0.0,0.0,0.19,0.0,391.6,-7.6,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,28.75,39.84,
12,1.2,0.0,571.0,0.0,0.0,0.22,0.0,391.6,-7.59,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,28.7,39.84,
13,1.3,0.0,571.0,0.0,0.0,0.17,0.0,391.6,-7.54,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,28.65,39.84,
14,1.4,0.0,571.0,0.0,0.0,0.16,0.0,391.6,-7.49,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,28.6,39.84,
15,1.5,0.0,571.0,0.0,0.0,0.19,0.0,391.6,-7.44,26.0,27.0,87.0,100.0,8,90,0.0,0,2.24,1,30.0,85,28.55,39.84,
16,1.6,0.0,571.0,0.0,0.0,0.18,0.0,391.6,-7.41,26.0,27.0,87.0,100.0,8,90,0.0,0,2.2,1,30.0,85,28.5,39.84,
17,1.7,0.0,571.0,0.0,0.0,0.17,0.0,391.6,-7.46,26.0,27.0,87.0,100.0,8,90,0.0,0,2.19,1,30.0,85,28.5,39.84,
18,1.8,0.0,571.0,0.0,0.0,0.18,0.0,391.6,-7.49,26.0,27.0,87.0,100.0,8,90,0.0,0,2.19,1,30.0,85,28.5,39.84,
19,1.9,0.0,571.0,0.0,0.0,0.18,0.0,391.6,-7.44,26.0,27.0,87.0,100.0,8,90,0.0,0,2.18,1,30.0,85,28.5,39.84,
20,2.0,0.0,571.0,0.0,0.0,0.18,0.0,391.6,-7.4,26.0,27.0,87.0,100.0,8,90,0.0,0,2.18,1,30.0,85,28.5,39.84,
21,2.1,0.0,571.0,0.0,0.0,0.2,0.0,391.6,-7.4,26.0,27.0,87.0,100.0,8,90,0.0,0,2.17,1,30.0,85,28.5,39.84,
22,2.2,0.0,571.0,0.0,0.0,0.21,0.0,391.6,-7.39,26.0,27.0,87.0,100.0,8,90,0.0,0,2.17,1,30.0,85,28.5,39.84,
23,2.3,0.0,571.0,0.0,0.0,0.2,0.0,391.6,-7.34,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,28.5,39.84,
24,2.4,0.0,571.0,0.0,0.0,0.19,0.0,391.6,-7.31,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,28.5,39.84,
25,2.5,0.0,571.0,0.0,0.0,0.17,0.0,391.6,-7.36,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,28.5,39.84,
26,2.6,0.0,571.0,0.0,0.0,0.17,0.0,391.6,-7.4,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,28.5,39.84,
27,2.7,0.0,571.0,0.0,0.0,0.2,0.0,391.6,-7.4,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,28.45,39.84,
28,2.8,0.0,571.0,0.0,0.0,0.19,0.0,391.6,-7.4,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,28.4,39.84,
29,2.9,0.0,571.0,0.0,0.0,0.15,0.0,391.6,-7.4,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,28.35,39.84,
30,3.0,0.0,571.0,0.0,0.0,0.18,0.0,391.6,-7.4,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,28.3,39.84,
31,3.1,0.0,571.0,0.0,0.0,0.21,0.0,391.6,-7.4,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,28.25,39.84,
32,3.2,0.0,571.0,0.0,0.0,0.2,0.0,391.6,-7.4,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,28.2,39.84,
33,3.3,0.0,571.0,0.0,0.0,0.17,0.0,391.6,-7.4,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,28.15,39.84,
34,3.4,0.0,571.0,0.0,0.0,0.18,0.0,391.6,-7.39,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,28.1,39.84,
35,3.5,0.0,571.0,0.0,0.0,0.2,0.0,391.6,-7.34,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,28.05,39.84,
36,3.6,0.0,571.0,0.0,0.0,0.17,0.0,391.6,-7.3,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,28.0,39.84,
37,3.7,0.0,571.0,0.0,0.0,0.17,0.0,391.6,-7.3,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,27.95,39.84,
38,3.8,0.0,571.0,0.0,0.0,0.17,0.0,391.6,-7.31,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,27.9,39.84,
39,3.9,0.0,571.0,0.0,0.0,0.17,0.0,391.6,-7.36,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,27.85,39.84,
40,4.0,0.0,571.0,0.0,0.0,0.15,0.0,391.59,-7.39,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,27.8,39.84,
41,4.1,0.0,571.0,0.0,0.0,0.15,0.0,391.54,-7.34,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,27.75,39.84,
42,4.2,0.0,571.0,0.0,0.0,0.23,0.0,391.51,-7.3,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,27.7,39.84,
43,4.3,0.0,571.0,0.0,0.0,0.22,0.0,391.56,-7.3,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,27.65,39.84,
44,4.4,0.0,571.0,0.0,0.0,0.15,0.0,391.6,-7.3,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,27.6,39.84,
45,4.5,0.0,571.0,0.0,0.0,0.19,0.0,391.6,-7.3,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,27.55,39.84,
46,4.6,0.0,571.0,0.0,0.0,0.19,0.0,391.59,-7.3,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,27.5,39.84,
47,4.7,0.0,571.0,0.0,0.0,0.14,0.0,391.54,-7.3,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,27.45,39.84,
48,4.8,0.0,571.0,0.0,0.0,0.19,0.0,391.51,-7.29,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,27.4,39.84,
49,4.9,0.0,571.0,0.0,0.0,0.16,0.0,391.56,-7.24,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,27.35,39.84,
50,5.0,0.0,571.0,0.0,0.0,0.14,0.0,391.59,-7.23,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,27.3,39.84,
51,5.1,0.0,571.0,0.0,0.0,0.24,0.0,391.54,-7.53,26.0,27.0,87.0,100.0,8,90,0.0,0,2.11,1,30.0,85,27.25,39.84,
52,5.2,0.0,571.0,0.0,0.0,0.14,0.0,391.5,-7.79,26.0,27.0,87.0,100.0,8,90,0.0,0,2.11,1,30.0,85,27.2,39.84,
53,5.3,0.0,571.0,0.0,0.0,0.1,0.0,391.5,-7.74,26.0,27.0,87.0,100.0,8,90,0.0,0,2.11,1,30.0,85,27.15,39.84,
54,5.4,0.0,571.0,0.0,0.0,0.25,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.11,1,30.0,85,27.1,39.84,
55,5.5,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.11,1,30.0,85,27.05,39.84,
56,5.6,0.0,571.0,0.0,0.0,0.12,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.11,1,30.0,85,27.0,39.84,
57,5.7,0.0,571.0,0.0,0.0,0.23,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.1,1,30.0,85,26.95,39.84,
58,5.8,0.0,571.0,0.0,0.0,0.21,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.1,1,30.0,85,26.9,39.84,
59,5.9,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.1,1,30.0,85,26.85,39.84,
60,6.0,0.0,571.0,0.0,0.0,0.21,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.1,1,30.0,85,26.8,39.84,
61,6.1,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.1,1,30.0,85,26.75,39.84,
62,6.2,0.0,571.0,0.0,0.0,0.14,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.1,1,30.0,85,26.7,39.84,
63,6.3,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.09,1,30.0,85,26.65,39.84,
64,6.4,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.09,1,30.0,85,26.6,39.84,
65,6.5,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.09,1,30.0,85,26.55,39.84,
66,6.6,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.09,1,30.0,85,26.5,39.84,
67,6.7,0.0,571.0,0.0,0.0,0.21,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.09,1,30.0,85,26.5,39.84,
68,6.8,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.69,26.0,27.0,87.0,100.0,8,90,0.0,0,2.09,1,30.0,85,26.5,39.84,
69,6.9,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.64,26.0,27.0,87.0,100.0,8,90,0.0,0,2.08,1,30.0,85,26.5,39.84,
70,7.0,0.0,571.0,0.0,0.0,0.15,0.0,391.5,-7.61,26.0,27.0,87.0,100.0,8,90,0.0,0,2.08,1,30.0,85,26.5,39.84,
71,7.1,0.0,571.0,0.0,0.0,0.16,0.0,391.5,-7.71,26.0,27.0,87.0,100.0,8,90,0.0,0,2.08,1,30.0,85,26.5,39.84,
72,7.2,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.79,26.0,27.0,87.0,100.0,8,90,0.0,0,2.08,1,30.0,85,26.5,39.84,
73,7.3,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.69,26.0,27.0,87.0,100.0,8,90,0.0,0,2.09,1,30.0,85,26.5,39.84,
74,7.4,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.61,26.0,27.0,87.0,100.0,8,90,0.0,0,2.09,1,30.0,85,26.5,39.84,
75,7.5,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.66,26.0,27.0,87.0,100.0,8,90,0.0,0,2.1,1,30.0,85,26.5,39.84,
76,7.6,0.0,571.0,0.0,0.0,0.21,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.1,1,30.0,85,26.5,39.84,
77,7.7,0.0,571.0,0.0,0.0,0.2,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.11,1,30.0,85,26.45,39.84,
78,7.8,0.0,571.0,0.0,0.0,0.16,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.11,1,30.0,85,26.4,39.84,
79,7.9,0.0,571.0,0.0,0.0,0.16,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,26.35,39.84,
80,8.0,0.0,571.0,0.0,0.0,0.16,0.0,391.5,-7.69,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,26.3,39.84,
81,8.1,0.0,571.0,0.0,0.0,0.16,0.0,391.5,-7.64,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,26.25,39.84,
82,8.2,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.6,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,26.2,39.84,
83,8.3,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.6,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,26.15,39.84,
84,8.4,0.0,571.0,0.0,0.0,0.15,0.0,391.5,-7.61,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,26.1,39.84,
85,8.5,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.71,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,26.05,39.84,
86,8.6,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.79,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,26.0,39.84,
87,8.7,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.69,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,25.95,39.84,
88,8.8,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.61,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,25.9,39.84,
89,8.9,0.0,571.0,0.0,0.0,0.16,0.0,391.5,-7.71,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,25.85,39.84,
90,9.0,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.79,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,25.8,39.84,
91,9.1,0.0,571.0,0.0,0.0,0.2,0.0,391.5,-7.74,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,25.75,39.84,
92,9.2,0.0,571.0,0.0,0.0,0.16,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,25.7,39.84,
93,9.3,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,25.65,39.84,
94,9.4,0.0,571.0,0.0,0.0,0.21,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,25.6,39.84,
95,9.5,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,25.55,39.84,
96,9.6,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,25.5,39.84,
97,9.7,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,25.45,39.84,
98,9.8,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.71,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,25.4,39.84,
99,9.9,0.0,571.0,0.0,0.0,0.16,0.0,391.5,-7.76,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,25.35,39.84,
100,10.0,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.79,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,25.3,39.84,
101,10.1,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.74,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,25.25,39.84,
102,10.2,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.69,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,25.2,39.84,
103,10.3,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.64,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,25.15,39.84,
104,10.4,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.61,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,25.1,39.84,
105,10.5,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.66,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,25.05,39.84,
106,10.6,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.71,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,25.0,39.84,
107,10.7,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.76,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,24.95,39.84,
108,10.8,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.78,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,24.9,39.84,
109,10.9,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.63,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,24.85,39.84,
110,11.0,0.0,571.0,0.0,0.0,0.2,0.0,391.5,-7.51,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,24.8,39.84,
111,11.1,0.0,571.0,0.0,0.0,0.21,0.0,391.5,-7.61,26.0,27.0,87.0,100.0,8,90,0.0,0,2.16,1,30.0,85,24.75,39.84,
112,11.2,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,24.7,39.84,
113,11.3,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,24.65,39.84,
114,11.4,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,24.6,39.84,
115,11.5,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.7,26.0,27.0,87.0,100.0,8,90,0.0,0,2.12,1,30.0,85,24.55,39.84,
116,11.6,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.69,26.0,27.0,87.0,100.0,8,90,0.0,0,2.11,1,30.0,85,24.5,39.84,
117,11.7,0.0,571.0,0.0,0.0,0.16,0.0,391.5,-7.64,26.0,27.0,87.0,100.0,8,90,0.0,0,2.11,1,30.0,85,24.5,39.84,
118,11.8,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.61,26.0,27.0,87.0,100.0,8,90,0.0,0,2.11,1,30.0,85,24.5,39.84,
119,11.9,0.0,571.0,0.0,0.0,0.22,0.0,391.5,-7.71,26.0,27.0,86.99,100.0,8,90,0.0,0,2.11,1,30.0,85,24.5,39.84,
120,12.0,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.79,26.0,27.0,86.94,100.0,8,90,0.0,0,2.11,1,30.0,85,24.5,39.84,
121,12.1,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.74,26.0,27.0,86.9,100.0,8,90,0.0,0,2.11,1,30.0,85,24.5,39.84,
122,12.2,0.0,571.0,0.0,0.0,0.21,0.0,391.5,-7.69,26.0,27.0,86.9,100.0,8,90,0.0,0,2.11,1,30.0,85,24.5,39.84,
123,12.3,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.59,26.0,27.0,86.9,100.0,8,90,0.0,0,2.11,1,30.0,85,24.5,39.84,
124,12.4,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.51,26.0,27.0,86.9,100.0,8,90,0.0,0,2.1,1,30.0,85,24.5,39.84,
125,12.5,0.0,571.0,0.0,0.0,0.2,0.0,391.5,-7.61,26.0,27.0,86.9,100.0,8,90,0.0,0,2.1,1,30.0,85,24.5,39.84,
126,12.6,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.67,26.0,27.0,86.9,100.0,8,90,0.0,0,2.1,1,30.0,85,24.5,39.84,
127,12.7,0.0,571.0,0.0,0.0,0.2,0.0,391.5,-7.37,26.0,27.0,86.9,100.0,8,90,0.0,0,2.1,1,30.0,85,24.45,39.84,
128,12.8,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.11,26.0,27.0,86.9,100.0,8,90,0.0,0,2.1,1,30.0,85,24.4,39.84,
129,12.9,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.16,26.0,27.0,86.9,100.0,8,90,0.0,0,2.1,1,30.0,85,24.35,39.84,
130,13.0,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.2,26.0,27.0,86.9,100.0,8,90,0.0,0,2.1,1,30.0,85,24.3,39.84,
131,13.1,0.0,571.0,0.0,0.0,0.14,0.0,391.5,-7.2,26.0,27.0,86.9,100.0,8,90,0.0,0,2.1,1,30.0,85,24.25,39.84,
132,13.2,0.0,571.0,0.0,0.0,0.16,0.0,391.5,-7.2,26.0,27.0,86.9,100.0,8,90,0.0,0,2.09,1,30.0,85,24.2,39.84,
133,13.3,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.2,26.0,27.0,86.9,100.0,8,90,0.0,0,2.09,1,30.0,85,24.15,39.84,
134,13.4,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.19,26.0,27.0,86.9,100.0,8,90,0.0,0,2.09,1,30.0,85,24.1,39.84,
135,13.5,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.14,26.0,27.0,86.9,100.0,8,90,0.0,0,2.09,1,30.0,85,24.05,39.84,
136,13.6,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.11,26.0,27.0,86.9,100.0,8,90,0.0,0,2.09,1,30.0,85,24.0,39.84,
137,13.7,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.21,26.0,27.0,86.9,100.0,8,90,0.0,0,2.09,1,30.0,85,23.95,39.84,
138,13.8,0.0,571.0,0.0,0.0,0.15,0.0,391.5,-7.29,26.0,27.0,86.9,100.0,8,90,0.0,0,2.09,1,30.0,85,23.9,39.84,
139,13.9,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.19,26.0,27.0,86.9,100.0,8,90,0.0,0,2.09,1,30.0,85,23.85,39.84,
140,14.0,0.0,571.0,0.0,0.0,0.18,0.0,391.5,-7.11,26.0,27.0,86.9,100.0,8,90,0.0,0,2.08,1,30.0,85,23.8,39.84,
141,14.1,0.0,571.0,0.0,0.0,0.16,0.0,391.5,-7.16,26.0,27.0,86.9,100.0,8,90,0.0,0,2.08,1,30.0,85,23.75,39.84,
142,14.2,0.0,571.0,0.0,0.0,0.16,0.0,391.5,-7.21,26.0,27.0,86.9,100.0,8,90,0.0,0,2.08,1,30.0,85,23.7,39.84,
143,14.3,0.0,571.0,0.0,0.0,0.16,0.0,391.5,-7.31,26.0,27.0,86.9,100.0,8,90,0.0,0,2.08,1,30.0,85,23.65,39.84,
144,14.4,0.0,571.0,0.0,0.0,0.16,0.0,391.5,-7.4,26.0,27.0,86.9,100.0,8,90,0.0,0,2.08,1,30.0,85,23.6,39.84,
145,14.5,0.0,571.0,0.0,0.0,0.17,0.0,391.5,-7.4,26.0,27.0,86.9,100.0,8,90,0.0,0,2.09,1,30.0,85,23.55,39.84,
146,14.6,0.0,571.0,0.0,0.0,0.15,0.0,391.5,-7.39,26.0,27.0,86.9,100.0,8,90,0.0,0,2.09,1,30.0,85,23.5,39.84,
147,14.7,0.0,571.0,0.0,0.0,0.15,0.0,391.5,-7.34,26.0,27.0,86.9,100.0,8,90,0.0,0,2.1,1,30.0,85,23.5,39.84,
148,14.8,0.0,571.0,0.0,0.0,0.19,0.0,391.5,-7.31,26.0,27.0,86.9,100.0,8,90,0.0,0,2.1,1,30.0,85,23.5,39.84,
149,14.9,0.0,571.0,0.0,0.0,0.15,0.0,391.5,-7.41,26.0,27.0,86.9,100.0,8,90,0.0,0,2.11,1,30.0,85,23.5,39.84,
150,15.0,0.0,571.0,0.0,0.0,0.08,0.0,391.49,-7.53,26.0,27.0,86.9,100.0,8,90,0.0,0,2.11,1,30.0,85,23.5,39.84,
151,15.1,0.0,571.0,9.82,1.02,0.09,0.0,391.44,-7.83,26.0,27.0,86.9,100.0,8,90,0.0,0,2.12,1,30.0,85,23.5,39.84,
152,15.2,0.0,571.0,11.7,4.49,0.16,0.0,391.4,-8.13,26.0,27.0,86.9,100.0,8,90,0.0,0,2.12,1,30.0,85,23.5,39.84,
153,15.3,0.0,571.0,22.56,8.01,0.21,0.0,391.4,-8.38,26.0,27.0,86.9,100.0,8,90,0.0,0,2.11,1,30.0,85,23.5,39.84,
154,15.4,0.0,571.0,30.62,18.53,0.43,0.0,391.38,-8.87,26.0,27.0,86.9,100.0,8,90,0.0,0,2.11,1,30.0,85,23.5,39.84,
155,15.5,0.0,571.0,30.17,48.65,0.98,0.0,391.23,-11.22,26.0,27.0,86.9,100.0,8,90,0.0,0,2.1,1,30.0,85,23.5,39.84,
156,15.6,0.03,571.0,28.13,90.56,1.45,0.0,391.09,-13.31,26.0,27.0,86.9,100.0,8,90,0.0,0,2.1,1,30.0,85,23.5,39.84,
157,15.7,0.36,571.0,23.95,97.47,1.47,0.0,391.04,-13.41,26.0,27.0,86.9,100.0,8,90,0.0,0,2.09,1,30.0,85,23.45,39.84,
158,15.8,0.55,571.0,23.47,88.97,1.34,0.0,391.0,-13.55,26.0,27.0,86.9,100.0,8,90,0.0,0,2.09,1,30.0,85,23.4,39.84,
