,Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [캜],max. Battery Temperature [캜],SoC [%],displayed SoC [%],min. SoC [%],max. SoC [%),Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [캜],Requested Coolant Temperature [캜],Heat Exchanger Temperature [캜],Cabin Temperature Sensor [캜],Unnamed: 23
6397,639.7,98.2,601.76,0.0,12.5,-0.06,0.0,383.5,-30.94,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6398,639.8,98.17,601.78,0.0,12.05,0.02,0.0,383.5,-30.99,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6399,639.9,98.21,601.8,0.0,12.45,-0.04,0.0,383.54,-30.73,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6400,640.0,98.21,601.82,0.0,11.55,-0.12,0.0,383.59,-30.43,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6401,640.1,98.17,601.84,0.0,11.55,-0.13,0.0,383.6,-30.49,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6402,640.2,98.11,601.86,0.0,12.0,-0.18,0.0,383.6,-30.59,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6403,640.3,98.16,601.88,0.0,11.45,-0.08,0.0,383.64,-30.02,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6404,640.4,98.17,601.9,0.0,11.05,-0.15,0.0,383.69,-29.37,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6405,640.5,98.2,601.92,0.0,11.5,0.0,0.0,383.74,-28.72,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6406,640.6,98.19,601.94,0.0,11.0,-0.01,0.0,383.79,-28.07,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6407,640.7,98.22,601.96,0.0,10.95,-0.06,0.0,383.76,-28.36,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6408,640.8,98.21,601.98,0.0,10.95,-0.12,0.0,383.71,-28.76,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6409,640.9,98.18,602.0,0.0,10.95,-0.11,0.0,383.74,-28.0,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6410,641.0,98.18,602.02,0.0,10.45,-0.03,0.0,383.79,-27.1,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6411,641.1,98.21,602.04,0.0,10.45,-0.03,0.0,383.8,-27.27,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6412,641.2,98.2,602.06,0.0,10.5,-0.12,0.0,383.8,-27.57,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6413,641.3,98.19,602.08,0.0,10.0,-0.04,0.0,383.84,-26.89,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6414,641.4,98.18,602.1,0.0,10.0,-0.04,0.0,383.89,-26.09,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6415,641.5,98.19,602.12,0.0,10.0,-0.07,0.0,383.9,-26.0,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6416,641.6,98.19,602.14,0.0,10.0,-0.18,0.0,383.9,-26.0,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6417,641.7,98.25,602.16,0.0,9.5,-0.18,0.0,383.94,-25.64,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6418,641.8,98.23,602.18,0.0,9.5,-0.04,0.0,383.99,-25.24,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6419,641.9,98.27,602.2,0.0,9.5,-0.11,0.0,384.0,-25.02,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6420,642.0,98.27,602.22,0.0,9.45,-0.22,0.0,384.0,-24.82,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6421,642.1,98.28,602.24,0.0,9.0,-0.14,0.0,384.04,-24.4,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6422,642.2,98.28,602.26,0.0,9.0,-0.08,0.0,384.09,-23.95,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6423,642.3,98.3,602.28,0.0,8.5,-0.19,0.0,384.1,-23.86,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6424,642.4,98.31,602.3,0.0,8.5,-0.26,0.0,384.1,-23.81,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6425,642.5,98.31,602.32,0.0,8.95,-0.09,0.0,384.14,-23.76,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6426,642.6,98.3,602.34,0.0,8.5,-0.08,0.0,384.19,-23.71,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6427,642.7,98.3,602.36,0.0,8.5,-0.2,0.0,384.24,-22.99,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6428,642.8,98.35,602.38,0.0,8.0,-0.26,0.0,384.29,-22.19,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6429,642.9,98.36,602.4,0.0,8.0,-0.23,0.0,384.3,-22.1,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6430,643.0,98.4,602.42,0.0,8.0,-0.14,0.0,384.3,-22.1,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6431,643.1,98.38,602.43,0.0,7.95,-0.15,0.0,384.3,-21.79,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6432,643.2,98.42,602.45,0.0,7.5,-0.16,0.0,384.3,-21.44,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6433,643.3,98.44,602.47,0.0,7.45,-0.1,0.0,384.39,-20.55,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6434,643.4,98.45,602.49,0.0,7.0,-0.21,0.0,384.49,-19.6,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6435,643.5,98.43,602.51,0.0,6.5,-0.14,0.0,384.54,-18.79,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6436,643.6,98.45,602.53,0.0,6.0,-0.15,0.0,384.59,-17.99,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6437,643.7,98.5,602.55,0.0,5.95,-0.21,0.0,384.64,-17.41,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6438,643.8,98.48,602.57,0.0,5.5,-0.17,0.0,384.69,-16.86,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6439,643.9,98.49,602.59,0.0,4.55,-0.13,0.0,384.74,-15.95,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6440,644.0,98.46,602.61,0.0,4.5,-0.15,0.0,384.79,-15.0,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6441,644.1,98.5,602.63,0.0,4.5,-0.12,0.0,384.84,-14.54,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6442,644.2,98.48,602.65,0.0,4.5,-0.08,0.0,384.89,-14.14,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6443,644.3,98.44,602.67,0.0,4.0,-0.08,0.0,384.9,-13.79,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6444,644.4,98.47,602.69,0.0,4.0,-0.14,0.0,384.9,-13.44,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6445,644.5,98.49,602.71,0.0,3.5,-0.16,0.0,384.94,-12.78,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6446,644.6,98.46,602.73,0.0,3.5,-0.23,0.0,384.99,-12.08,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6447,644.7,98.5,602.75,0.0,3.0,-0.24,0.0,385.04,-11.78,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6448,644.8,98.6,602.77,0.0,3.0,-0.18,0.0,385.09,-11.53,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6449,644.9,98.61,602.79,0.0,2.5,-0.14,0.0,385.14,-10.7,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6450,645.0,98.6,602.81,0.0,2.0,-0.18,0.0,385.19,-9.8,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6451,645.1,98.58,602.83,0.0,1.5,-0.31,0.0,385.29,-8.85,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6452,645.2,98.59,602.85,0.0,1.45,-0.29,0.0,385.39,-7.9,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6453,645.3,98.55,602.87,0.0,1.0,-0.22,0.0,385.44,-7.26,28.0,29.0,80.1,93.0,8,90,0.0,0,0.76,1,27.0,85,5.0,30.51,
6454,645.4,98.53,602.89,0.0,0.5,-0.3,0.0,385.49,-6.66,28.0,29.0,80.1,93.0,8,90,0.0,0,0.74,1,27.0,85,5.0,30.51,
6455,645.5,98.47,602.91,0.0,0.45,-0.34,0.0,385.54,-6.11,28.0,29.0,80.1,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6456,645.6,98.52,602.93,0.0,0.0,-0.32,0.0,385.59,-5.56,28.0,29.0,80.06,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6457,645.7,98.46,602.95,0.0,0.0,-0.33,0.0,385.64,-4.96,28.0,29.0,80.01,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6458,645.8,98.49,602.97,0.0,0.0,-0.27,0.0,385.69,-4.36,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6459,645.9,98.43,602.99,0.0,0.0,-0.38,0.0,385.7,-4.26,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6460,646.0,98.46,603.01,0.0,0.0,-0.32,0.0,385.7,-4.21,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6461,646.1,98.39,603.03,0.0,0.0,-0.27,0.0,385.74,-3.75,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6462,646.2,98.44,603.05,0.0,0.0,-0.29,0.0,385.79,-3.25,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6463,646.3,98.4,603.07,0.0,0.0,-0.41,0.0,385.8,-2.8,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6464,646.4,98.43,603.09,0.0,0.0,-0.29,0.0,385.8,-2.35,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6465,646.5,98.3,603.11,0.0,0.0,-0.22,0.0,385.84,-2.3,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6466,646.6,98.3,603.13,0.0,0.0,-0.24,0.0,385.89,-2.3,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6467,646.7,98.32,603.15,0.0,0.0,-0.3,0.0,385.9,-2.21,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6468,646.8,98.22,603.17,0.0,0.0,-0.18,0.0,385.9,-2.11,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6469,646.9,98.29,603.19,0.0,0.0,-0.27,0.0,385.9,-2.41,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6470,647.0,98.21,603.21,0.0,0.0,-0.24,0.0,385.9,-2.76,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6471,647.1,98.2,603.23,0.0,0.0,-0.26,0.0,385.9,-2.93,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6472,647.2,98.15,603.25,0.0,0.0,-0.38,0.0,385.9,-3.08,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6473,647.3,98.11,603.27,0.0,0.0,-0.31,0.0,385.86,-3.59,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6474,647.4,98.08,603.29,0.0,0.0,-0.33,0.0,385.81,-4.14,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6475,647.5,98.06,603.31,0.0,0.0,-0.32,0.0,385.8,-4.38,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6476,647.6,98.05,603.33,0.0,0.0,-0.35,0.0,385.8,-4.58,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6477,647.7,97.99,603.35,0.0,0.0,-0.2,0.0,385.8,-5.09,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6478,647.8,98.02,603.37,0.0,0.05,-0.23,0.0,385.8,-5.64,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,27.0,85,5.0,30.51,
6479,647.9,98.02,603.39,0.0,0.5,-0.33,0.0,385.76,-5.97,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.95,85,5.0,30.51,
6480,648.0,97.92,603.41,0.0,0.5,-0.33,0.0,385.71,-6.27,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.9,85,5.0,30.51,
6481,648.1,97.86,603.43,0.0,0.55,-0.2,0.0,385.66,-7.01,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.85,85,5.0,30.51,
6482,648.2,97.94,603.45,0.0,1.5,-0.19,0.0,385.61,-7.81,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.8,85,5.0,30.51,
6483,648.3,97.87,603.47,0.0,1.0,-0.22,0.0,385.56,-8.93,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.75,85,5.0,30.51,
6484,648.4,97.85,603.49,0.0,2.5,-0.25,0.0,385.51,-10.08,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.7,85,5.0,30.51,
6485,648.5,97.8,603.51,0.0,2.05,-0.26,0.0,385.5,-10.47,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.65,85,5.0,30.51,
6486,648.6,97.84,603.53,0.0,2.5,-0.11,0.0,385.5,-10.77,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.6,85,5.0,30.51,
6487,648.7,97.9,603.55,0.0,2.5,-0.13,0.0,385.46,-11.02,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.55,85,5.0,30.51,
6488,648.8,97.87,603.57,0.0,3.0,-0.3,0.0,385.41,-11.27,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6489,648.9,97.77,603.59,0.0,3.0,-0.13,0.0,385.4,-11.39,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6490,649.0,97.67,603.61,0.0,2.95,-0.11,0.0,385.4,-11.49,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6491,649.1,97.83,603.63,0.0,3.0,-0.24,0.0,385.4,-12.04,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6492,649.2,97.66,603.65,0.0,3.5,-0.14,0.0,385.4,-12.64,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6493,649.3,97.69,603.67,0.0,3.5,-0.17,0.0,385.36,-13.24,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6494,649.4,97.63,603.69,0.0,4.0,-0.16,0.0,385.31,-13.84,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6495,649.5,97.66,603.71,0.0,4.0,-0.18,0.0,385.26,-14.21,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6496,649.6,97.65,603.73,0.0,4.5,-0.09,0.0,385.21,-14.56,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6497,649.7,97.65,603.75,0.0,4.5,-0.2,0.0,385.2,-15.27,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6498,649.8,97.62,603.77,0.0,4.5,-0.05,0.0,385.2,-16.02,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6499,649.9,97.58,603.79,0.0,5.0,-0.01,0.0,385.16,-16.32,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6500,650.0,97.64,603.81,0.0,4.6,-0.12,0.0,385.11,-16.57,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6501,650.1,97.6,603.83,0.0,5.5,-0.19,0.0,385.1,-16.78,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6502,650.2,97.62,603.85,0.0,5.5,-0.11,0.0,385.1,-16.98,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6503,650.3,97.59,603.87,0.0,6.0,-0.09,0.0,385.06,-17.36,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6504,650.4,97.6,603.89,0.0,6.0,-0.16,0.0,385.01,-17.76,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6505,650.5,97.56,603.91,0.0,5.95,-0.14,0.0,385.0,-17.84,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6506,650.6,97.6,603.93,0.0,6.0,-0.1,0.0,385.0,-17.89,28.0,29.0,80.0,93.0,8,90,0.0,0,0.72,1,26.5,85,5.0,30.51,
6507,650.7,97.57,603.95,0.0,6.5,-0.1,0.0,385.0,-18.39,28.0,29.0,80.0,93.0,8,90,0.0,0,0.71,1,26.5,85,5.0,30.51,
6508,650.8,97.56,603.97,0.0,6.5,-0.11,0.0,385.0,-18.94,28.0,29.0,80.0,93.0,8,90,0.0,0,0.71,1,26.5,85,5.0,30.51,
6509,650.9,97.58,603.99,0.0,6.5,-0.19,0.0,385.0,-19.18,28.0,29.0,80.0,93.0,8,90,0.0,0,0.71,1,26.5,85,5.0,30.51,
6510,651.0,97.56,604.01,0.0,6.5,-0.19,0.0,385.0,-19.38,28.0,29.0,80.0,93.0,8,90,0.0,0,0.71,1,26.5,85,5.0,30.51,
6511,651.1,97.55,604.03,0.0,7.0,-0.17,0.0,384.96,-19.53,28.0,29.0,80.0,93.0,8,90,0.0,0,0.7,1,26.5,85,5.0,30.51,
6512,651.2,97.49,604.05,0.0,7.0,-0.08,0.0,384.91,-19.68,28.0,29.0,80.0,93.0,8,90,0.0,0,0.7,1,26.5,85,5.0,30.51,
6513,651.3,97.54,604.07,0.0,7.0,-0.14,0.0,384.86,-20.41,28.0,29.0,80.0,93.0,8,90,0.0,0,0.7,1,26.5,85,5.0,30.51,
6514,651.4,97.54,604.09,0.0,7.5,-0.1,0.0,384.81,-21.21,28.0,29.0,80.0,93.0,8,90,0.0,0,0.69,1,26.5,85,5.0,30.51,
6515,651.5,97.52,604.1,0.0,7.5,0.0,0.0,384.84,-21.26,28.0,29.0,80.0,93.0,8,90,0.0,0,0.69,1,26.5,85,5.0,30.51,
6516,651.6,97.48,604.12,0.0,7.5,-0.13,0.0,384.89,-21.21,28.0,29.0,80.0,93.0,8,90,0.0,0,0.69,1,26.5,85,5.0,30.51,
6517,651.7,97.46,604.14,0.0,8.05,-0.22,0.0,384.86,-21.47,28.0,29.0,80.0,93.0,8,90,0.0,0,0.69,1,26.5,85,5.0,30.51,
6518,651.8,97.44,604.16,0.0,8.0,-0.19,0.0,384.81,-21.77,28.0,28.88,80.0,93.0,8,90,0.0,0,0.68,1,26.5,85,5.0,30.51,
6519,651.9,97.42,604.18,0.0,8.5,-0.06,0.0,384.76,-22.34,28.0,28.74,80.0,93.0,8,90,0.0,0,0.68,1,26.5,85,5.0,30.51,
6520,652.0,97.43,604.2,0.0,8.55,0.04,0.0,384.71,-22.94,28.0,28.61,80.0,93.0,8,90,0.0,0,0.68,1,26.5,85,5.0,30.51,
6521,652.1,97.41,604.22,0.0,8.55,-0.07,0.0,384.7,-23.36,28.0,28.47,80.0,93.0,8,90,0.0,0,0.68,1,26.5,85,5.0,30.51,
6522,652.2,97.41,604.24,0.0,9.0,-0.21,0.0,384.7,-23.76,28.0,28.33,80.0,93.0,8,90,0.0,0,0.68,1,26.5,85,5.0,30.51,
6523,652.3,97.35,604.26,0.0,9.05,-0.18,0.0,384.66,-24.47,28.0,28.19,80.0,93.0,8,90,0.0,0,0.68,1,26.5,85,5.0,30.51,
6524,652.4,97.32,604.28,0.0,9.5,-0.11,0.0,384.61,-25.22,28.0,28.05,80.0,93.0,8,90,0.0,0,0.68,1,26.5,85,5.0,30.51,
6525,652.5,97.29,604.3,0.0,10.0,-0.12,0.0,384.56,-26.01,28.0,28.0,80.0,93.0,8,90,0.0,0,0.67,1,26.5,85,5.0,30.51,
6526,652.6,97.23,604.32,0.0,10.05,-0.25,0.0,384.51,-26.81,28.0,28.0,80.0,93.0,8,90,0.0,0,0.67,1,26.5,85,5.0,30.51,
6527,652.7,97.26,604.34,0.0,10.5,-0.1,0.0,384.46,-27.7,28.0,28.0,80.0,93.0,8,90,0.0,0,0.67,1,26.5,85,5.0,30.51,
6528,652.8,97.25,604.36,0.0,11.0,-0.15,0.0,384.41,-28.6,28.0,28.0,80.0,93.0,8,90,0.0,0,0.67,1,26.5,85,5.0,30.51,
6529,652.9,97.27,604.38,0.0,11.05,-0.07,0.0,384.36,-29.24,28.0,28.0,80.0,93.0,8,90,0.0,0,0.67,1,26.5,85,5.0,30.51,
6530,653.0,97.25,604.4,0.0,11.95,-0.06,0.0,384.31,-29.84,28.0,28.0,80.0,93.0,8,90,5.52,0,0.67,1,26.5,85,5.0,30.51,
6531,653.1,97.3,604.42,0.0,12.0,-0.06,0.0,384.26,-30.39,28.0,28.0,80.0,93.0,8,90,5.52,0,0.67,1,26.5,85,5.0,30.51,
6532,653.2,97.29,604.44,0.0,12.5,-0.03,0.0,384.21,-30.94,28.0,28.0,80.0,93.0,8,90,5.52,0,0.67,1,26.5,85,5.0,30.51,
6533,653.3,97.21,604.46,0.0,12.5,0.04,0.0,384.16,-31.22,28.0,28.0,80.0,93.0,8,90,5.52,0,0.67,1,26.5,85,5.0,30.51,
6534,653.4,97.23,604.48,0.0,12.95,0.01,0.0,384.11,-31.47,28.0,28.0,80.0,93.0,8,90,5.52,0,0.67,1,26.5,85,5.0,30.51,
6535,653.5,97.26,604.5,0.0,13.0,-0.15,0.0,384.1,-31.99,28.0,28.0,80.0,93.0,8,90,5.52,0,0.66,1,26.5,85,5.0,30.51,
6536,653.6,97.25,604.52,0.0,13.45,-0.13,0.0,384.1,-32.54,28.0,28.0,80.0,93.0,8,90,5.52,0,0.66,1,26.5,85,5.0,30.51,
6537,653.7,97.22,604.54,0.0,13.5,0.03,0.0,384.1,-32.64,28.0,28.0,80.0,93.0,8,90,5.52,0,0.66,1,26.5,85,5.0,30.51,
6538,653.8,97.21,604.56,0.0,13.45,-0.01,0.0,384.1,-32.69,28.0,28.0,80.0,93.0,8,90,5.52,0,0.66,1,26.5,85,5.0,30.51,
6539,653.9,97.24,604.58,0.0,13.55,-0.04,0.0,384.06,-33.06,28.0,28.0,80.0,93.0,8,90,5.52,0,0.66,1,26.5,85,5.0,30.51,
6540,654.0,97.27,604.6,0.0,14.0,-0.07,0.0,384.01,-33.46,28.0,28.0,80.0,93.0,8,90,0.0,0,0.66,1,26.5,85,5.0,30.51,
6541,654.1,97.18,604.62,0.0,13.5,-0.08,0.0,383.96,-34.04,28.0,28.0,80.0,93.0,8,90,0.0,0,0.66,1,26.5,85,5.0,30.51,
6542,654.2,97.19,604.64,0.0,14.0,-0.08,0.0,383.91,-34.64,28.0,28.0,80.0,93.0,8,90,0.0,0,0.66,1,26.5,85,5.0,30.51,
6543,654.3,97.16,604.66,0.0,14.0,-0.11,0.0,383.9,-35.01,28.0,28.0,80.0,93.0,8,90,0.0,0,0.66,1,26.5,85,5.0,30.51,
6544,654.4,97.21,604.68,0.0,14.5,0.03,0.0,383.9,-35.36,28.0,28.0,80.0,93.0,8,90,0.0,0,0.66,1,26.5,85,5.0,30.51,
6545,654.5,97.17,604.7,0.0,15.0,0.02,0.0,383.86,-36.07,28.0,28.0,80.0,93.0,8,90,0.0,0,0.65,1,26.5,85,5.0,30.51,
6546,654.6,97.13,604.72,0.0,15.05,0.1,0.0,383.81,-36.82,28.0,28.0,80.0,93.0,8,90,0.0,0,0.65,1,26.5,85,5.0,30.51,
6547,654.7,97.14,604.74,0.0,15.45,0.06,0.0,383.76,-37.39,28.0,28.0,80.0,93.0,8,90,0.0,0,0.65,1,26.5,85,5.0,30.51,
6548,654.8,97.16,604.76,0.0,15.55,-0.08,0.0,383.71,-37.94,28.0,28.0,80.0,93.0,8,90,0.0,0,0.65,1,26.5,85,5.0,30.51,
6549,654.9,97.16,604.78,0.0,16.0,-0.16,0.0,383.7,-38.18,28.0,28.0,80.0,93.0,8,90,0.0,0,0.65,1,26.5,85,5.0,30.51,
6550,655.0,97.19,604.8,0.0,16.45,-0.04,0.0,383.7,-38.38,28.0,28.0,80.0,93.0,8,90,0.0,0,0.65,1,26.5,85,5.0,30.51,
6551,655.1,97.11,604.82,0.0,16.45,0.06,0.0,383.66,-38.94,28.0,28.0,80.0,93.0,8,90,0.0,0,0.65,1,26.5,85,5.0,30.51,
6552,655.2,97.13,604.84,0.0,16.95,0.08,0.0,383.61,-39.54,28.0,28.0,80.0,93.0,8,90,0.0,0,0.65,1,26.5,85,5.0,30.51,
