,Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [캜],max. Battery Temperature [캜],SoC [%],displayed SoC [%],min. SoC [%],max. SoC [%),Heating Power CAN [kW],Heating Power LIN [W],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Heater Voltage [V],Heater Current [A],Ambient Temperature [캜],Coolant Temperature Heatercore [캜],Requested Coolant Temperature [캜],Coolant Temperature Inlet [캜],Heat Exchanger Temperature [캜],Cabin Temperature Sensor [캜]
0,0.0,0.0,564.0,6.73,0.0,-0.05,0.0,388.9,-0.9,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
1,0.1,0.0,564.0,11.79,1.0,-0.05,0.0,388.9,-1.08,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
2,0.2,0.0,564.0,15.96,3.0,0.07,0.0,388.9,-1.28,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
3,0.3,0.0,564.0,17.7,16.17,0.27,0.0,388.86,-1.61,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
4,0.4,0.0,564.0,18.45,21.39,0.35,0.0,388.81,-1.96,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
5,0.5,0.0,564.0,18.98,26.17,0.42,0.0,388.76,-2.44,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
6,0.6,0.27,564.0,18.83,34.17,0.53,0.0,388.71,-2.94,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
7,0.7,0.56,564.0,18.83,38.5,0.53,0.0,388.7,-3.22,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
8,0.8,0.86,564.0,19.26,40.22,0.55,0.0,388.7,-3.47,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
9,0.9,1.04,564.0,19.63,44.28,0.6,0.0,388.66,-3.81,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
10,1.0,1.34,564.0,18.93,46.17,0.61,0.0,388.61,-4.16,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
11,1.1,1.56,564.0,10.89,47.11,0.65,0.0,388.6,-4.29,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
12,1.2,1.86,564.0,0.0,46.22,0.65,0.0,388.6,-4.39,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
13,1.3,2.13,564.0,0.0,35.33,0.44,0.0,388.69,-3.51,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
14,1.4,2.32,564.0,0.0,18.66,0.19,0.0,388.79,-2.51,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
15,1.5,2.43,564.0,0.0,10.05,0.05,0.0,388.84,-1.82,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
16,1.6,2.49,564.0,0.0,1.61,-0.03,0.0,388.89,-1.17,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
17,1.7,2.48,564.0,0.0,0.22,-0.07,0.0,388.9,-1.1,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
18,1.8,2.48,564.0,0.0,0.0,-0.09,0.0,388.9,-1.1,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
19,1.9,2.45,564.0,0.0,-1.61,-0.21,0.0,388.9,-1.1,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
20,2.0,2.39,564.0,0.0,-2.0,-0.42,0.0,388.9,-1.1,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
21,2.1,2.26,564.0,0.0,-2.5,-0.56,0.0,388.9,-1.06,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
22,2.2,2.11,564.0,0.0,-3.61,-0.65,0.0,388.9,-1.01,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
23,2.3,1.91,564.0,0.0,-5.61,-0.71,0.0,388.9,-1.04,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
24,2.4,1.7,564.0,0.0,-6.28,-0.75,0.0,388.9,-1.09,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
25,2.5,1.51,564.0,0.0,-7.17,-0.8,0.0,388.9,-1.14,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
26,2.6,1.25,564.0,0.0,-8.39,-0.84,0.0,388.9,-1.19,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
27,2.7,1.03,564.0,0.0,-9.11,-0.62,0.0,388.9,-1.29,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
28,2.8,0.87,564.0,0.0,-10.5,-0.35,0.0,388.9,-1.39,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
29,2.9,0.81,564.0,0.0,-10.78,-0.29,0.0,388.9,-1.31,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
30,3.0,0.61,564.0,0.0,-9.33,-0.24,0.0,388.9,-1.21,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
31,3.1,0.61,564.0,0.0,-7.11,-0.17,0.0,388.9,-1.2,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
32,3.2,0.55,564.0,0.0,-5.5,-0.14,0.0,388.9,-1.2,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
33,3.3,0.41,564.0,0.0,-4.0,-0.14,0.0,388.9,-1.2,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
34,3.4,0.41,564.0,0.15,-3.39,-0.11,0.0,388.9,-1.2,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
35,3.5,0.29,564.0,9.51,-1.61,-0.06,0.0,388.9,-1.02,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
36,3.6,0.23,564.0,20.64,-1.0,-0.04,0.0,388.9,-0.82,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
37,3.7,0.23,564.0,24.65,2.0,0.02,0.0,388.86,-1.69,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
38,3.8,0.23,564.0,25.5,19.19,0.43,0.0,388.81,-2.69,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
39,3.9,0.24,564.0,25.47,46.84,0.85,0.0,388.71,-3.51,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.51
40,4.0,0.48,564.0,25.65,54.56,0.96,0.0,388.61,-4.31,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.5
41,4.1,0.91,564.0,26.07,61.45,1.07,0.0,388.56,-5.2,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.49
42,4.2,1.34,564.0,27.45,68.35,1.15,0.0,388.51,-6.1,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.47
43,4.3,1.81,564.0,29.31,71.39,1.18,0.0,388.41,-7.31,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.96,0.0,20.0,25.0,85,25.0,20.5,25.45
44,4.4,2.34,564.0,29.53,77.74,1.29,0.0,388.31,-8.56,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.46,0.0,20.0,25.0,85,25.0,20.5,25.44
45,4.5,2.9,564.0,29.38,83.96,1.38,0.0,388.21,-9.77,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.0,0.0,20.0,25.0,85,25.0,20.5,25.42
46,4.6,3.43,564.0,29.38,86.0,1.42,0.0,388.11,-10.97,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.0,0.0,20.0,25.0,85,25.0,20.5,25.4
47,4.7,4.02,564.0,29.93,86.56,1.4,0.0,388.01,-12.03,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.0,0.0,20.0,25.0,85,25.0,20.5,25.39
48,4.8,4.56,564.0,32.03,86.83,1.4,0.0,387.91,-13.08,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.0,0.0,20.0,25.0,85,25.0,20.5,25.37
49,4.9,5.14,564.0,32.95,88.89,1.45,0.0,387.77,-14.53,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.96,0.0,20.0,25.0,85,25.0,20.5,25.35
50,5.0,5.7,564.0,32.83,93.17,1.5,0.0,387.62,-16.03,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.46,0.0,20.0,25.0,85,25.0,20.5,25.34
51,5.1,6.32,564.0,32.63,93.61,1.51,0.0,387.56,-17.0,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.0,25.0,85,25.0,20.5,25.34
52,5.2,6.89,564.0,32.63,91.22,1.45,0.0,387.51,-17.9,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.0,25.0,85,25.0,20.5,25.34
53,5.3,7.47,564.0,32.48,87.83,1.38,0.0,387.46,-17.87,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.0,25.0,85,25.0,20.5,25.34
54,5.4,7.97,564.0,32.48,83.43,1.28,0.0,387.41,-17.72,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.0,25.0,85,25.0,20.5,25.34
55,5.5,8.51,564.0,32.48,75.43,1.14,0.0,387.53,-16.23,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.04,0.0,20.0,25.0,85,25.0,20.5,25.34
56,5.6,8.96,564.0,32.48,65.11,0.96,0.0,387.68,-14.58,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.54,0.0,20.0,25.0,85,25.0,20.5,25.34
57,5.7,9.32,564.0,32.8,51.54,0.75,0.0,387.83,-12.36,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.0,0.0,20.0,25.0,85,25.0,20.5,25.34
58,5.8,9.62,564.0,32.95,40.16,0.55,0.0,387.98,-10.06,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.0,0.0,20.0,25.0,85,25.0,20.5,25.34
59,5.9,9.82,564.0,33.8,33.22,0.48,0.0,388.09,-9.0,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.04,0.0,20.0,25.0,85,25.0,20.5,25.34
60,6.0,10.02,564.0,35.3,29.28,0.41,0.0,388.19,-8.1,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.54,0.0,20.0,25.0,85,25.0,20.5,25.34
61,6.1,10.2,564.0,35.61,26.33,0.31,0.0,388.2,-7.91,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.34
62,6.2,10.35,564.0,35.4,26.5,0.3,0.0,388.2,-7.81,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.34
63,6.3,10.55,564.0,34.95,24.72,0.31,0.0,388.24,-7.67,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.34
64,6.4,10.69,564.0,34.35,23.32,0.24,0.0,388.29,-7.52,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.34
65,6.5,10.81,564.0,34.06,23.32,0.2,0.0,388.3,-7.28,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.34
66,6.6,10.98,564.0,34.2,22.22,0.28,0.0,388.3,-7.03,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.34
67,6.7,11.09,564.0,34.35,21.0,0.27,0.0,388.3,-6.82,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.0,25.0,85,25.0,20.5,25.34
68,6.8,11.22,564.0,34.48,20.5,0.22,0.0,388.3,-6.62,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.01,25.0,85,25.0,20.5,25.34
69,6.9,11.34,564.0,34.48,20.0,0.28,0.0,388.34,-6.47,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.06,25.0,85,25.0,20.5,25.34
70,7.0,11.45,564.0,35.08,18.22,0.25,0.0,388.39,-6.32,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.11,25.0,85,25.0,20.5,25.34
71,7.1,11.56,564.0,36.68,17.22,0.28,0.0,388.36,-6.48,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.16,25.0,85,25.0,20.5,25.34
72,7.2,11.65,564.0,38.04,18.89,0.4,0.0,388.31,-6.68,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,392.0,0.0,20.21,25.0,85,25.0,20.5,25.34
73,7.3,11.77,564.0,39.23,22.18,0.45,0.0,388.21,-8.03,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.96,0.0,20.26,25.0,85,25.0,20.5,25.34
74,7.4,11.91,564.0,39.89,26.89,0.52,0.0,388.11,-9.53,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.46,0.0,20.31,25.0,85,25.0,20.5,25.34
75,7.5,12.1,564.0,40.4,35.39,0.55,0.0,387.92,-11.97,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.96,0.0,20.36,25.0,85,25.0,20.5,25.34
76,7.6,12.35,564.0,40.55,44.18,0.66,0.0,387.72,-14.52,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.46,0.0,20.41,25.0,85,25.0,20.5,25.34
77,7.7,12.62,564.0,41.29,48.89,0.8,0.0,387.57,-16.44,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.46,25.0,85,25.0,20.5,25.34
78,7.8,12.93,564.0,41.52,54.17,0.85,0.0,387.42,-18.29,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.49,25.0,85,25.0,20.5,25.34
79,7.9,13.28,564.0,41.36,58.89,1.01,0.0,387.27,-20.05,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.44,25.0,85,25.0,20.5,25.34
80,8.0,13.65,564.0,41.21,64.18,1.08,0.0,387.12,-21.8,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.4,25.0,85,25.0,20.5,25.34
81,8.1,14.03,564.0,41.18,66.39,1.09,0.0,387.01,-22.84,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.35,25.0,85,25.0,20.5,25.34
82,8.2,14.44,564.0,41.18,66.61,1.15,0.0,386.91,-23.79,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.3,25.0,85,25.0,20.5,25.34
83,8.3,14.88,564.0,40.68,66.89,1.2,0.0,386.86,-24.34,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.25,25.0,85,25.0,20.5,25.34
84,8.4,15.24,564.0,39.67,67.11,1.11,0.0,386.81,-24.84,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.2,25.0,85,25.0,20.5,25.34
85,8.5,15.6,564.0,37.2,65.5,1.03,0.0,386.84,-23.79,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.15,25.0,85,25.0,20.5,25.34
86,8.6,15.88,564.0,35.38,60.32,0.94,0.0,386.89,-22.54,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.1,25.0,85,25.0,20.5,25.34
87,8.7,16.17,564.0,32.32,51.43,0.85,0.0,387.12,-19.42,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.05,25.0,85,25.0,20.5,25.34
88,8.8,16.35,564.0,29.47,41.93,0.72,0.0,387.37,-16.07,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.0,25.0,85,25.0,20.5,25.34
89,8.9,16.43,564.0,29.53,33.65,0.48,0.0,387.67,-12.77,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.04,0.0,20.05,25.0,85,25.0,20.5,25.34
90,9.0,16.5,564.0,30.3,22.93,0.29,0.0,387.97,-9.47,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.54,0.0,20.1,25.0,85,25.0,20.5,25.34
91,9.1,16.53,564.0,32.8,17.46,0.12,0.0,388.09,-8.03,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.04,0.0,20.15,25.0,85,25.0,20.5,25.34
92,9.2,16.49,564.0,35.17,15.15,0.15,0.0,388.19,-6.83,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.54,0.0,20.2,25.0,85,25.0,20.5,25.34
93,9.3,16.56,564.0,37.65,13.81,0.09,0.0,388.16,-7.23,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.96,0.0,20.25,25.0,85,25.0,20.5,25.34
94,9.4,16.53,564.0,38.9,16.34,0.09,0.0,388.11,-7.83,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.46,0.0,20.3,25.0,85,25.0,20.5,25.34
95,9.5,16.51,564.0,39.82,19.54,0.25,0.0,388.01,-9.37,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.0,0.0,20.35,25.0,85,25.0,20.5,25.34
96,9.6,16.57,564.0,40.5,23.69,0.13,0.0,387.91,-11.02,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,391.0,0.0,20.4,25.0,85,25.0,20.5,25.34
97,9.7,16.63,564.0,40.68,29.35,0.31,0.0,387.77,-13.11,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.96,0.0,20.45,25.0,85,25.0,20.5,25.34
98,9.8,16.75,564.0,40.45,35.54,0.49,0.0,387.62,-15.26,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.46,0.0,20.5,25.0,85,25.0,20.5,25.34
99,9.9,16.9,564.0,40.23,38.15,0.53,0.0,387.47,-16.52,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.45,25.0,85,25.0,20.5,25.34
100,10.0,17.09,564.0,40.12,41.27,0.55,0.0,387.32,-17.67,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.4,25.0,85,25.0,20.5,25.34
101,10.1,17.27,564.0,39.65,43.04,0.55,0.0,387.26,-18.42,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.35,25.0,85,25.0,20.5,25.34
102,10.2,17.46,564.0,38.83,43.65,0.56,0.0,387.21,-19.12,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.3,25.0,85,25.0,20.5,25.34
103,10.3,17.61,564.0,37.75,44.85,0.53,0.0,387.2,-18.76,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.25,25.0,85,25.0,20.5,25.34
104,10.4,17.81,564.0,37.58,42.5,0.53,0.0,387.2,-18.26,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.2,25.0,85,25.0,20.5,25.34
105,10.5,17.95,564.0,37.58,40.31,0.53,0.0,387.29,-17.49,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.15,25.0,85,25.0,20.5,25.34
106,10.6,18.13,564.0,37.58,38.0,0.46,0.0,387.39,-16.69,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.1,25.0,85,25.0,20.5,25.34
107,10.7,18.26,564.0,37.58,36.35,0.44,0.0,387.4,-16.51,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.05,25.0,85,25.0,20.5,25.34
108,10.8,18.37,564.0,37.75,36.32,0.49,0.0,387.4,-16.41,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.0,25.0,85,25.0,20.5,25.34
109,10.9,18.52,564.0,38.16,35.62,0.4,0.0,387.4,-16.09,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.05,25.0,85,25.0,20.5,25.34
110,11.0,18.68,564.0,38.61,34.0,0.35,0.0,387.4,-15.74,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.1,25.0,85,25.0,20.5,25.34
111,11.1,18.86,564.0,40.33,35.08,0.49,0.0,387.36,-16.41,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.15,25.0,85,25.0,20.5,25.34
112,11.2,18.98,564.0,41.21,36.29,0.55,0.0,387.31,-17.21,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.2,25.0,85,25.0,20.5,25.34
113,11.3,19.2,564.0,43.44,38.5,0.53,0.0,387.12,-19.88,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.25,25.0,85,25.0,20.5,25.34
114,11.4,19.31,564.0,43.59,45.96,0.62,0.0,386.92,-22.78,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,390.0,0.0,20.3,25.0,85,25.0,20.5,25.34
115,11.5,19.52,564.0,43.95,54.67,0.84,0.0,386.63,-25.9,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,389.96,0.0,20.35,25.0,85,25.0,20.5,25.34
116,11.6,19.77,564.0,44.04,60.58,1.0,0.0,386.33,-29.05,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,389.46,0.0,20.4,25.0,85,25.0,20.5,25.34
117,11.7,20.06,564.0,44.28,64.71,0.94,0.0,386.12,-31.67,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,389.0,0.0,20.45,25.0,85,25.0,20.5,25.34
118,11.8,20.33,564.0,44.75,71.29,0.85,0.0,385.92,-34.22,20.0,20.0,81.0,95.0,8,89.5,0.0,0.0,0.0,0.0,1,389.0,0.0,20.5,25.0,85,25.0,20.5,25.34
119,11.9,20.67,564.0,45.5,72.58,0.92,0.0,385.72,-36.41,20.0,20.0,81.0,94.91,8,89.5,0.0,0.0,0.0,0.0,1,388.96,0.0,20.5,25.0,85,25.0,20.5,25.34
120,12.0,21.06,564.0,45.68,75.58,1.06,0.0,385.52,-38.56,20.0,20.0,81.0,94.8,8,89.5,0.0,0.0,0.0,0.0,1,388.46,0.0,20.5,25.0,85,25.0,20.5,25.34
121,12.1,21.4,564.0,45.76,83.29,1.06,0.0,385.32,-40.98,20.0,20.0,81.0,94.68,8,89.5,0.0,0.0,0.0,0.0,1,388.0,0.0,20.5,25.0,85,25.0,20.5,25.34
122,12.2,21.76,564.0,45.6,82.79,1.11,0.0,385.12,-43.43,20.0,20.0,81.0,94.57,8,89.5,0.0,0.0,0.0,0.0,1,388.0,0.0,20.5,25.0,85,25.0,20.5,25.34
123,12.3,22.24,564.0,45.41,85.62,1.23,0.0,384.97,-44.59,20.0,20.0,81.0,94.5,8,89.5,0.0,0.0,0.0,0.0,1,388.0,0.0,20.5,25.0,85,25.0,20.5,25.34
124,12.4,22.66,564.0,45.83,86.5,1.33,0.0,384.82,-45.59,20.0,20.0,81.0,94.5,8,89.5,0.0,0.0,0.0,0.0,1,388.0,0.0,20.5,25.0,85,25.0,20.5,25.34
