,Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [캜],max. Battery Temperature [캜],SoC [%],displayed SoC [%],min. SoC [%],max. SoC [%),Heating Power CAN [kW],Heating Power LIN [W],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Heater Voltage [V],Heater Current [A],Ambient Temperature [캜],Coolant Temperature Heatercore [캜],Requested Coolant Temperature [캜],Coolant Temperature Inlet [캜],Heat Exchanger Temperature [캜],Cabin Temperature Sensor [캜]
29,2.9,3.19,576.0,22.06,48.38,0.48,0.0,390.9,-6.55,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
30,3.0,3.4,576.0,22.88,48.29,0.47,0.0,390.9,-6.6,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
31,3.1,3.57,576.0,23.77,49.71,0.48,0.0,390.85,-6.93,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
32,3.2,3.76,576.0,25.24,50.41,0.48,0.0,390.8,-7.28,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
33,3.3,3.93,576.0,26.4,53.0,0.52,0.0,390.75,-7.86,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
34,3.4,4.15,576.0,28.82,56.0,0.54,0.0,390.7,-8.46,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
35,3.5,4.36,576.0,31.61,60.41,0.56,0.0,390.61,-9.99,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
36,3.6,4.59,576.0,31.7,69.82,0.68,0.0,390.51,-11.59,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
37,3.7,4.91,576.0,31.19,80.11,0.77,0.0,390.41,-12.45,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.63,0,22.0,57.0,85,58.0,29.5,39.84
38,3.8,5.26,576.0,30.39,84.21,0.7,0.0,390.31,-13.25,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.13,0,22.0,57.0,85,58.0,29.5,39.84
39,3.9,5.54,576.0,29.55,81.38,0.68,0.0,390.3,-13.39,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.0,0,22.0,57.0,85,58.0,29.5,39.84
40,4.0,5.88,576.0,27.71,79.59,0.67,0.0,390.3,-13.49,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.0,0,22.0,57.0,85,58.0,29.5,39.84
41,4.1,6.14,576.0,27.08,76.68,0.63,0.0,390.35,-12.75,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.0,0,22.0,57.0,85,58.0,29.5,39.84
42,4.2,6.44,576.0,26.9,66.79,0.49,0.0,390.4,-11.95,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.0,0,22.0,57.0,85,58.0,29.5,39.84
43,4.3,6.67,576.0,26.05,60.68,0.41,0.0,390.49,-10.73,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.37,0,22.0,57.0,85,58.0,29.5,39.84
44,4.4,6.83,576.0,25.65,50.38,0.38,0.0,390.59,-9.48,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.87,0,22.0,57.0,85,58.0,29.5,39.84
45,4.5,6.94,576.0,25.72,40.38,0.29,0.0,390.69,-8.05,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
46,4.6,7.03,576.0,25.83,31.68,0.19,0.0,390.79,-6.6,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
47,4.7,7.06,576.0,25.83,25.88,0.14,0.0,390.89,-5.75,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
48,4.8,7.09,576.0,25.65,21.47,0.09,0.0,390.99,-4.95,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
49,4.9,7.08,576.0,25.65,17.29,0.05,0.0,391.05,-4.48,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
50,5.0,7.08,576.0,25.5,14.0,0.07,0.0,391.1,-4.03,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
51,5.1,7.04,576.0,25.03,10.5,0.03,0.0,391.1,-3.67,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
52,5.2,7.09,576.0,24.07,8.8,0.0,0.0,391.1,-3.32,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
53,5.3,7.01,576.0,22.16,6.09,-0.07,0.0,391.15,-2.79,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
54,5.4,6.97,576.0,19.01,3.77,-0.1,0.0,391.2,-2.24,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,58.0,29.5,39.84
55,5.5,6.89,576.0,18.2,0.29,-0.12,0.0,391.25,-1.83,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.63,29.5,39.84
56,5.6,6.77,576.0,17.68,-0.61,-0.18,0.0,391.3,-1.43,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.13,29.5,39.84
57,5.7,6.64,576.0,17.6,-5.11,-0.27,0.0,391.3,-1.21,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.37,29.5,39.84
58,5.8,6.49,576.0,17.45,-6.39,-0.23,0.0,391.3,-1.01,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.87,29.5,39.84
59,5.9,6.35,576.0,17.5,-5.22,-0.19,0.0,391.3,-1.0,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.64,29.5,39.84
60,6.0,6.22,576.0,18.43,-6.32,-0.24,0.0,391.3,-1.0,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.14,29.5,39.84
61,6.1,6.07,576.0,18.88,-8.18,-0.24,0.0,391.3,-0.95,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
62,6.2,5.91,576.0,20.18,-7.86,-0.24,0.0,391.3,-0.9,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
63,6.3,5.73,576.0,22.98,-9.64,-0.23,0.0,391.3,-1.18,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
64,6.4,5.61,576.0,24.79,-4.64,-0.09,0.0,391.3,-1.48,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
65,6.5,5.5,576.0,25.08,0.0,-0.03,0.0,391.3,-1.83,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
66,6.6,5.39,576.0,25.83,1.5,-0.01,0.0,391.3,-2.18,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
67,6.7,5.29,576.0,25.98,4.5,0.04,0.0,391.25,-2.39,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
68,6.8,5.22,576.0,25.98,5.82,0.07,0.0,391.2,-2.59,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
69,6.9,5.16,576.0,26.1,5.82,0.1,0.0,391.2,-2.83,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
70,7.0,5.1,576.0,27.42,7.72,0.14,0.0,391.2,-3.08,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
71,7.1,5.08,576.0,30.63,13.08,0.23,0.0,391.06,-4.59,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
72,7.2,5.11,576.0,32.63,23.9,0.48,0.0,390.91,-6.19,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
73,7.3,5.24,576.0,32.26,42.62,0.82,0.0,390.71,-8.45,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
74,7.4,5.49,576.0,31.7,57.26,1.02,0.0,390.51,-10.75,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
75,7.5,5.78,576.0,30.4,61.64,1.02,0.0,390.5,-11.04,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
76,7.6,6.07,576.0,30.0,61.0,1.02,0.0,390.5,-11.19,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
77,7.7,6.35,576.0,28.86,59.14,0.97,0.0,390.5,-11.06,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.64,0,22.0,57.0,85,57.0,29.5,39.84
78,7.8,6.62,576.0,27.41,57.32,0.93,0.0,390.5,-10.91,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.14,0,22.0,57.0,85,57.0,29.5,39.84
79,7.9,6.85,576.0,26.37,50.6,0.74,0.0,390.59,-9.36,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.36,0,22.0,57.0,85,57.0,29.5,39.84
80,8.0,7.04,576.0,23.31,39.28,0.55,0.0,390.69,-7.71,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.86,0,22.0,57.0,85,57.0,29.5,39.84
81,8.1,7.13,576.0,23.48,28.6,0.39,0.0,390.84,-6.25,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
82,8.2,7.2,576.0,23.8,20.96,0.29,0.0,390.99,-4.8,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
83,8.3,7.22,576.0,23.8,15.78,0.2,0.0,391.05,-4.0,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
84,8.4,7.19,576.0,24.46,11.64,0.18,0.0,391.1,-3.25,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
85,8.5,7.17,576.0,24.51,7.0,0.15,0.0,391.15,-2.59,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
86,8.6,7.13,576.0,24.2,3.82,0.12,0.0,391.2,-1.94,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
87,8.7,7.11,576.0,24.25,2.64,0.09,0.0,391.25,-1.57,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
88,8.8,7.08,576.0,24.4,0.0,-0.03,0.0,391.3,-1.22,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
89,8.9,7.12,576.0,24.79,-5.4,-0.17,0.0,391.35,-0.92,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
90,9.0,6.99,576.0,26.18,-8.46,-0.11,0.0,391.4,-0.62,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
91,9.1,6.95,576.0,28.34,-3.32,-0.09,0.0,391.35,-0.97,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
92,9.2,6.9,576.0,31.87,0.0,-0.12,0.0,391.3,-1.37,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
93,9.3,6.89,576.0,34.45,2.0,-0.16,0.0,391.25,-2.01,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
94,9.4,6.87,576.0,34.8,2.82,-0.15,0.0,391.2,-2.66,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
95,9.5,6.92,576.0,34.9,15.9,0.02,0.0,391.06,-4.57,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
96,9.6,7.04,576.0,34.8,26.68,0.16,0.0,390.91,-6.57,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
97,9.7,7.23,576.0,34.8,31.82,0.19,0.0,390.81,-7.54,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
98,9.8,7.42,576.0,34.8,35.32,0.26,0.0,390.71,-8.44,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
99,9.9,7.71,576.0,34.8,37.64,0.48,0.0,390.65,-8.87,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
100,10.0,8.05,576.0,34.65,37.36,0.57,0.0,390.6,-9.27,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
101,10.1,8.32,576.0,34.8,39.5,0.48,0.0,390.6,-9.3,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
102,10.2,8.57,576.0,35.46,37.64,0.45,0.0,390.6,-9.3,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
103,10.3,8.88,576.0,36.88,35.18,0.51,0.0,390.6,-9.58,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
104,10.4,9.21,576.0,37.35,35.86,0.52,0.0,390.6,-9.88,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
105,10.5,9.51,576.0,38.43,37.68,0.51,0.0,390.51,-10.65,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
106,10.6,9.74,576.0,39.05,39.36,0.48,0.0,390.41,-11.45,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,394.0,0,22.0,57.0,85,57.0,29.5,39.84
107,10.7,10.05,576.0,39.0,42.86,0.51,0.0,390.31,-12.81,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.64,0,22.0,57.0,85,57.0,29.5,39.84
108,10.8,10.33,576.0,39.15,47.18,0.6,0.0,390.21,-14.21,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.14,0,22.0,57.0,85,57.0,29.5,39.84
109,10.9,10.68,576.0,39.52,49.18,0.57,0.0,390.15,-14.91,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.0,0,22.0,57.0,85,57.0,29.5,39.84
110,11.0,10.98,576.0,41.58,53.14,0.63,0.0,390.1,-15.56,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.0,0,22.0,57.0,85,57.0,29.5,39.84
111,11.1,11.3,576.0,42.75,55.9,0.82,0.0,389.87,-18.45,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.0,0,22.0,57.0,85,57.0,29.5,39.84
112,11.2,11.72,576.0,43.29,67.22,0.92,0.0,389.62,-21.5,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,393.0,0,22.0,57.0,85,57.0,29.5,39.84
113,11.3,12.19,576.0,43.18,77.4,1.09,0.0,389.37,-24.18,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,392.64,0,22.0,57.0,85,57.0,29.5,39.84
114,11.4,12.69,576.0,42.96,84.0,1.14,0.0,389.12,-26.83,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,392.14,0,22.0,57.0,85,57.0,29.5,39.84
115,11.5,13.12,576.0,42.7,86.04,1.02,0.0,388.96,-27.79,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,392.0,0,22.0,57.0,85,57.0,29.5,39.84
116,11.6,13.62,576.0,42.7,87.5,1.08,0.0,388.81,-28.64,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,392.0,0,22.0,57.0,85,57.0,29.5,39.84
117,11.7,14.07,576.0,42.51,85.32,1.15,0.0,388.8,-29.03,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,392.0,0,22.0,57.0,85,57.0,29.5,39.84
118,11.8,14.52,576.0,42.4,83.0,1.16,0.0,388.8,-29.38,19.0,20.0,86.2,100.0,8,89.5,0.0,0,0,0,1,392.0,0,22.0,57.0,85,57.0,29.5,39.84
119,11.9,15.03,576.0,42.25,82.5,1.04,0.0,388.75,-29.82,19.0,20.0,86.15,100.0,8,89.5,0.0,0,0,0,1,392.0,0,22.0,57.0,85,57.0,29.5,39.84
120,12.0,15.4,576.0,42.25,81.36,0.91,0.0,388.7,-30.27,19.0,20.0,86.1,100.0,8,89.5,0.0,0,0,0,1,392.0,0,22.0,57.0,85,57.0,29.5,39.84
121,12.1,15.82,576.0,42.46,81.14,0.72,0.0,388.65,-30.35,19.0,20.0,86.1,100.0,8,89.5,0.0,0,0,0,1,392.0,0,22.0,57.0,85,57.0,29.5,39.84
122,12.2,16.35,576.0,43.03,78.5,0.82,0.0,388.6,-30.4,19.0,20.0,86.1,100.0,8,89.5,0.0,0,0,0,1,392.0,0,22.0,57.0,85,57.0,29.5,39.84
123,12.3,16.8,576.0,43.18,78.18,0.76,0.0,388.55,-31.29,19.0,20.0,86.1,100.0,8,89.5,0.0,0,0,0,1,392.0,0,22.0,57.0,85,57.0,29.5,39.84
124,12.4,17.2,576.0,43.4,79.64,0.82,0.0,388.5,-32.24,19.0,20.0,86.1,100.0,8,89.5,0.0,0,0,0,1,392.0,0,22.0,57.0,85,57.0,29.5,39.84
125,12.5,17.7,576.0,44.1,79.68,1.02,0.0,388.41,-33.33,19.0,20.0,86.1,100.0,8,89.5,0.0,0,0,0,1,391.64,0,22.0,57.0,85,57.0,29.5,39.84
126,12.6,18.14,576.0,44.1,80.5,1.0,0.0,388.31,-34.43,19.0,20.0,86.1,100.0,8,89.5,0.0,0,0,0,1,391.14,0,22.0,57.0,85,57.0,29.5,39.84
127,12.7,18.59,576.0,44.1,81.68,0.91,0.0,388.16,-35.57,19.0,20.0,86.1,100.0,8,89.5,0.0,0,0,0,1,391.0,0,22.0,57.0,85,57.0,29.5,39.84
128,12.8,19.01,576.0,44.58,83.18,0.89,0.0,388.01,-36.72,19.0,20.0,86.1,100.0,8,89.5,0.0,0,0,0,1,391.0,0,22.0,57.0,85,57.0,29.5,39.84
129,12.9,19.46,576.0,48.52,81.86,1.12,0.0,387.77,-40.16,19.0,20.0,86.1,100.0,8,89.5,0.0,0,0,0,1,390.64,0,22.0,57.0,85,57.0,29.5,39.84
130,13.0,20.04,576.0,49.6,89.08,1.2,0.0,387.52,-43.76,19.0,20.0,86.1,100.0,8,89.5,0.0,0,0,0,1,390.14,0,22.0,57.0,85,57.0,29.5,39.84
131,13.1,20.62,576.0,49.38,100.4,1.58,0.0,387.08,-48.39,19.0,20.0,86.1,100.0,8,89.5,0.0,0,0,0,1,389.64,0,22.0,57.0,85,57.0,29.5,39.84
