,Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [캜],max. Battery Temperature [캜],SoC [%],displayed SoC [%],min. SoC [%],max. SoC [%),Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [캜],Requested Coolant Temperature [캜],Heat Exchanger Temperature [캜],Cabin Temperature Sensor [캜]
0,0.0,0.0,523.0,0.0,0.0,-0.01,0.0,387.2,-1.0,22,22,74.7,87.0,8,90,0.0,0,0.0,1,17.5,85,34.0,18.5
1,0.1,0.0,523.0,0.0,0.0,-0.01,0.0,387.2,-1.0,22,22,74.7,87.0,8,90,0.0,0,0.0,1,17.5,85,34.0,18.5
2,0.2,0.0,523.0,0.0,0.0,0.0,0.0,387.2,-1.0,22,22,74.7,87.0,8,90,0.0,0,0.0,1,17.5,85,34.04,18.5
3,0.3,0.0,523.0,0.0,0.0,0.01,0.0,387.2,-1.0,22,22,74.7,87.0,8,90,0.0,0,0.0,1,17.5,85,34.09,18.5
4,0.4,0.0,523.0,0.0,0.0,-0.01,0.0,387.2,-1.0,22,22,74.7,87.0,8,90,0.0,0,0.0,1,17.5,85,34.14,18.5
5,0.5,0.0,523.0,0.0,0.0,-0.02,0.0,387.2,-1.0,22,22,74.7,87.0,8,90,0.0,0,0.0,1,17.5,85,34.19,18.5
6,0.6,0.0,523.0,0.0,0.0,0.01,0.0,387.2,-1.0,22,22,74.7,87.0,8,90,0.0,0,0.0,1,17.5,85,34.24,18.5
7,0.7,0.0,523.0,0.0,0.0,-0.01,0.0,387.2,-1.0,22,22,74.7,87.0,8,90,0.0,0,0.0,1,17.5,85,34.29,18.5
8,0.8,0.0,523.0,0.0,0.0,-0.01,0.0,387.2,-1.0,22,22,74.7,87.0,8,90,0.0,0,0.0,1,17.5,85,34.34,18.5
9,0.9,0.0,523.0,0.0,0.0,-0.02,0.0,387.2,-1.0,22,22,74.7,87.0,8,90,0.0,0,0.0,1,17.5,85,34.39,18.5
10,1.0,0.0,523.0,0.0,0.0,0.01,0.0,387.2,-1.0,22,22,74.7,87.0,8,90,0.0,0,0.0,1,17.5,85,34.44,18.5
11,1.1,0.0,523.0,0.0,0.0,-0.02,0.0,387.2,-1.03,22,22,74.7,87.0,8,90,0.0,0,0.0,1,17.5,85,34.49,18.5
12,1.2,0.0,523.0,0.0,0.0,-0.01,0.0,387.2,-1.08,22,22,74.7,87.0,8,90,0.0,0,0.0,1,17.5,85,34.54,18.5
13,1.3,0.0,523.0,0.0,0.0,-0.02,0.0,387.2,-1.1,22,22,74.7,87.0,8,90,0.0,0,0.0,1,17.5,85,34.59,18.5
14,1.4,0.0,523.0,0.0,0.0,0.01,0.0,387.2,-1.1,22,22,74.7,87.0,8,90,0.0,0,0.0,1,17.5,85,34.64,18.5
