Time [s],Velocity [km/h],Throttle [%],Battery Temperature [C],Ambient Temperature [C],Heating Power CAN [kW],AirCon Power [kW],SoC [%]
1721.0,30.65133,24.557595,22.2,22.2,0.532,0.36,65.17
1722.0,30.041607,25.846879,22.2,22.183,0.532,0.376,65.16
1723.0,29.694361000000004,23.839,22.2,22.15,0.532,0.344,65.16
1724.0,29.112154,25.500999,22.2,22.136000000000003,1.084,0.336138,65.16
1725.0,28.980187,27.272695,22.2,22.1,1.084,0.336853,65.167
1726.0,29.247346,26.854075,22.2,22.1,0.532,0.337588,65.154
1727.0,29.611386,25.02047,22.2,22.133179,0.532,0.342281,65.134033
1728.0,29.333004,26.221515,22.2,22.143,0.532,0.3429959999999999,65.13
1729.0,29.012649,27.539326,22.2,22.107,1.084,0.34371,65.13
1730.0,28.830093,23.723679,22.2,22.126,0.532,0.344,65.12
1731.0,28.21307,24.038581,22.2,22.05,0.532,0.3399999999999999,65.13
1732.0,27.968097,23.5545,22.2,22.05,1.084,0.376,65.135971
1733.0,27.806224,26.224,22.2,22.05,0.532,0.395,65.14
1734.0,27.58127,28.958596,22.2,22.05,0.532,0.352,65.14
1735.0,27.72899,30.435385000000004,22.2,22.05,0.532,0.344,65.125
1736.0,27.973134,29.524420000000003,22.243,22.05,0.532,0.315,65.12
1737.0,28.359077,25.606192,22.3,22.05,0.532,0.313,65.11
1738.0,28.379203,21.434182,22.3,22.085,0.532,0.311,65.1
1739.0,27.617236,21.812938,22.3,22.1,0.532,0.311457,65.1
1740.0,27.323063,22.705255,22.3,22.1,1.084,0.311548,65.11
1741.0,27.171145000000003,23.397161,22.3,22.083,0.532,0.312959,65.11
1742.0,26.736943000000004,22.5225,22.3,22.05,0.532,0.313649,65.11
1743.0,25.990495,22.7495,22.3,22.083069,0.532,0.31734,65.12
1744.0,28.43214777777778,28.02867888888889,22.666666666666668,22.183333333333334,1.2044444444444444,0.3278111111111111,64.34891444444445
1745.0,28.44424111111111,29.94166666666667,22.666666666666668,22.204444444444444,0.5911111111111111,0.3285788888888889,64.32222222222222
1746.0,28.72249555555556,31.938143333333333,22.666666666666668,22.22222222222222,1.2044444444444444,0.3288888888888889,64.32222222222222
1747.0,28.955526666666668,31.10972333333333,22.666666666666668,22.20888888888889,0.5911111111111111,0.3333333333333333,64.3111111111111
1748.0,29.85304111111111,34.730555555555554,22.666666666666668,22.128888888888888,0.5911111111111111,0.32,64.3111111111111
1749.0,31.45783,36.17324555555555,22.666666666666668,22.14888888888889,0.5911111111111111,0.32,64.30000000000001
1750.0,32.61685888888889,25.980245555555555,22.666666666666668,22.166666666666668,0.5911111111111111,0.32,64.30000000000001
1751.0,32.118048888888886,23.85173,22.666666666666668,22.166666666666668,1.2044444444444444,0.32,64.28888888888889
1752.0,30.842278888888888,23.21444444444445,22.666666666666668,22.166666666666668,0.5911111111111111,0.32,64.28224444444444
1753.0,29.775206666666666,23.63267333333333,22.666666666666668,22.166666666666668,0.5911111111111111,0.3177777777777778,64.27777777777777
1754.0,29.25735888888889,27.72221111111111,22.666666666666668,22.166666666666668,0.5911111111111111,0.3166666666666666,64.27777777777777
1755.0,29.213466666666665,25.621666666666663,22.666666666666668,22.166666666666668,0.5911111111111111,0.3077777777777777,64.27777777777777
1756.0,28.94395888888889,24.281677777777777,22.666666666666668,22.166666666666668,0.5911111111111111,0.31,64.27777777777777
1757.0,29.08680888888889,27.41689555555556,22.666666666666668,22.166666666666668,0.5911111111111111,0.3066666666666667,64.27777777777777
1758.0,29.53317222222222,31.70441555555556,22.666666666666668,22.20328,0.5911111111111111,0.3111111111111111,64.26666666666667
1759.0,30.316242222222225,33.26777777777778,22.666666666666668,22.22222222222222,0.5911111111111111,0.3066666666666667,64.26666666666667
1760.0,30.978234444444443,30.02476,22.666666666666668,22.22222222222222,0.5911111111111111,0.3064544444444445,64.25
1761.0,31.981046666666664,33.36994333333334,22.666666666666668,22.22222222222222,1.2044444444444444,0.3059122222222222,64.24444444444445
1762.0,32.67948555555555,25.99787555555556,22.666666666666668,22.24,1.2044444444444444,0.3109255555555555,64.24444444444445
1763.0,32.542478888888894,28.71008666666667,22.666666666666668,22.26,0.5911111111111111,0.3426055555555555,64.24444444444445
1764.0,32.72334666666667,32.16444444444445,22.666666666666668,22.22222222222222,1.2044444444444444,0.3442844444444444,64.24444444444445
1765.0,33.25175888888889,30.956666666666667,22.666666666666668,22.22222222222222,0.5911111111111111,0.3426311111111111,64.23333333333333
1766.0,33.16763333333333,29.91458555555556,22.666666666666668,22.24,0.5911111111111111,0.3098666666666667,64.23333333333333
1767.0,32.81853555555556,29.827646666666663,22.666666666666668,22.27777777777778,0.5911111111111111,0.3071022222222222,64.24444444444445
1768.0,32.509586666666664,25.990127777777776,22.666666666666668,22.26,0.5911111111111111,0.3083255555555556,64.24444444444445
1769.0,31.75489111111111,23.19221444444445,22.666666666666668,22.22222222222222,1.2044444444444444,0.3144377777777778,64.24444444444445
1770.0,30.4284,23.30831333333333,22.666666666666668,22.22222222222222,0.5911111111111111,0.3143066666666667,64.23333333333333
1771.0,29.16151333333333,24.18657,22.666666666666668,22.22222222222222,0.5911111111111111,0.3111177777777778,64.23333333333333
1772.0,28.62169666666667,25.61575333333333,22.666666666666668,22.22222222222222,0.5911111111111111,0.3144577777777778,64.22222222222223
1773.0,28.566692222222223,24.94265888888889,22.666666666666668,22.162376666666667,0.5911111111111111,0.3611111111111111,64.22222222222223
1774.0,28.771046666666663,27.24762777777778,22.762222222222224,22.166666666666668,0.5911111111111111,0.3766666666666667,64.22222222222223
1775.0,28.80778666666667,27.29611111111112,22.77777777777778,22.166666666666668,0.5911111111111111,0.3377777777777778,64.21111111111111
1776.0,28.42182,28.69090888888889,22.77777777777778,22.166666666666668,0.5911111111111111,0.3377777777777778,64.19444444444444
1777.0,28.68542777777778,32.45468666666667,22.77777777777778,22.166666666666668,0.5911111111111111,0.3288888888888889,64.18888888888888
1778.0,29.16141888888889,32.78333333333333,22.77777777777778,22.166666666666668,0.5911111111111111,0.3111111111111111,64.18888888888888
1779.0,29.534061111111114,30.09,22.77777777777778,22.166666666666668,0.5911111111111111,0.3111111111111111,64.18888888888888
1780.0,29.69894333333333,27.409956666666663,22.77777777777778,22.162222222222223,0.5911111111111111,0.3066666666666666,64.16666666666667
1781.0,29.2845,24.439444444444444,22.77777777777778,22.11111111111111,0.5911111111111111,0.3077777777777777,64.15555555555555
1782.0,28.44916888888889,21.52825222222222,22.77777777777778,22.11111111111111,0.5911111111111111,0.3031066666666666,64.15222222222222
1783.0,27.118958888888887,24.38055555555556,22.77777777777778,22.11111111111111,0.5911111111111111,0.2980922222222222,64.15555555555555
1784.0,27.05019555555556,30.803293333333336,22.77777777777778,22.11111111111111,0.5911111111111111,0.3008555555555555,64.14444444444445
1785.0,27.94807,32.20055555555555,22.77777777777778,22.11111111111111,0.5911111111111111,0.3091744444444445,64.14444444444445
1786.0,28.80040444444445,26.106948888888887,22.77777777777778,22.11111111111111,1.2044444444444444,0.3108266666666666,64.13333333333334
1787.0,28.559745555555555,24.202044444444443,22.77777777777778,22.11111111111111,1.2044444444444444,0.30359,64.13333333333334
1788.0,27.984963333333333,21.90111111111112,22.77777777777778,22.11111111111111,0.5911111111111111,0.3096866666666666,64.13333333333334
1789.0,27.04994777777777,23.215362222222225,22.77777777777778,22.077144444444443,0.5911111111111111,0.2802288888888889,64.13333333333334
1790.0,26.28143333333333,26.98679,22.77777777777778,22.11111111111111,1.2044444444444444,0.28413,64.12222222222222
1791.0,25.861647777777776,26.891213333333333,22.77777777777778,22.05555555555556,0.5911111111111111,0.2917111111111111,64.12222222222222
1792.0,25.371266666666667,24.73133777777777,22.77777777777778,22.11111111111111,0.5911111111111111,0.2833333333333334,64.13333333333334
1793.0,24.528986666666665,23.31990777777777,22.77777777777778,22.11111111111111,0.5911111111111111,0.2833333333333334,64.12222222222222
1794.0,23.336456666666667,22.025826666666667,22.77777777777778,22.11888888888889,0.5911111111111111,0.2911111111111111,64.12222222222222
1795.0,22.11317333333333,22.916606666666667,22.77777777777778,22.166666666666668,0.5911111111111111,0.2888888888888889,64.11111111111111
1796.0,21.42223333333333,27.31888888888889,22.77777777777778,22.166666666666668,0.5911111111111111,0.2877777777777777,64.11111111111111
1797.0,21.43255222222222,27.59198,22.77777777777778,22.166666666666668,0.5911111111111111,0.2911111111111111,64.11111111111111
1798.0,22.17681444444445,28.26409,22.77777777777778,22.166666666666668,0.5911111111111111,0.2877777777777777,64.1
1799.0,22.87186222222222,27.843888888888888,22.77777777777778,22.166666666666668,0.6077777777777778,0.2877777777777777,64.1
1800.0,23.40529111111111,26.89903333333333,22.77777777777778,22.22111111111112,0.5911111111111111,0.2844444444444444,64.11111111111111
1801.0,23.16558111111111,21.439343333333333,22.77777777777778,22.22222222222222,1.2044444444444444,0.2844444444444444,64.08888888888889
1802.0,22.23749,22.40475888888889,22.77777777777778,22.22222222222222,1.2044444444444444,0.2844444444444444,64.08888888888889
1803.0,21.79927222222222,18.48833333333333,22.77777777777778,22.22222222222222,0.5911111111111111,0.2844444444444444,64.08888888888889
1804.0,21.324212222222226,23.29632666666667,22.77777777777778,22.200000000000003,0.5911111111111111,0.2844444444444444,64.08888888888889
1805.0,21.46425222222222,21.629512222222225,22.77777777777778,22.11111111111111,0.5911111111111111,0.2844444444444444,64.0611111111111
1806.0,21.26446111111111,17.772764444444444,22.77777777777778,22.11111111111111,1.2044444444444444,0.3377777777777778,64.06666666666666
1807.0,21.03013777777777,22.98499555555556,22.77777777777778,22.11777777777778,0.5911111111111111,0.3366666666666666,64.05555555555556
1808.0,21.61882777777778,22.85277777777777,22.77777777777778,22.166666666666668,0.5911111111111111,0.3022222222222222,64.05555555555556
1809.0,22.63334,23.984414444444447,22.77777777777778,22.166666666666668,1.2044444444444444,0.3022222222222222,64.05555555555556
1810.0,22.759092222222225,19.887257777777776,22.77777777777778,22.166666666666668,0.5911111111111111,0.3019388888888888,64.03888888888889
1811.0,22.851707777777776,28.60833333333333,22.77777777777778,22.166666666666668,0.5911111111111111,0.3012211111111111,64.03333333333333
1812.0,23.926458888888888,29.78353444444444,22.77777777777778,22.166666666666668,0.5911111111111111,0.3005033333333333,64.02222222222221
1813.0,25.03182111111111,31.229444444444443,22.77777777777778,22.166666666666668,0.5911111111111111,0.2997855555555555,64.02222222222221
