,Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [캜],max. Battery Temperature [캜],SoC [%],displayed SoC [%],min. SoC [%],max. SoC [%),Heating Power CAN [kW],Heating Power LIN [W],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Heater Voltage [V],Heater Current [A],Ambient Temperature [캜],Ambient Temperature Sensor [캜],Coolant Temperature Heatercore [캜],Requested Coolant Temperature [캜],Coolant Temperature Inlet [캜],Coolant Volume Flow +500 [l/h],Heat Exchanger Temperature [캜],Cabin Temperature Sensor [캜],Temperature Coolant Heater Inlet [캜],Temperature Coolant Heater Outlet [캜],Temperature Heat Exchanger Outlet [캜],Temperature Defrost lateral left [캜],Temperature Defrost lateral right [캜],Temperature Defrost central [캜],Temperature Defrost central left [캜],Temperature Defrost central right [캜],Temperature Footweel Driver [캜],Temperature Footweel Co-Driver [캜],Temperature Feetvent Co-Driver [캜],Temperature Feetvent Driver [캜],Temperature Head Co-Driver [캜],Temperature Head Driver [캜],Temperature Vent right [캜] ,Temperature Vent central right [캜],Temperature Vent central left [캜],Temperature Vent right [캜]
0,0.0,0.0,476.0,0.0,0.0,-0.21,0.0,371.1,-5.2,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.5,3.37,51.0,85,49.0,-0.08,41.5,25.01,47.36,49.89,47.71,33.04,33.92,35.92,36.01,34.88,21.61,26.23,42.03,40.9,21.0,22.48,32.87,32.87,33.57,30.86
1,0.1,0.0,476.0,0.0,0.0,-0.21,0.0,371.1,-5.2,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.5,3.37,51.0,85,49.0,-0.08,41.5,25.01,47.36,49.89,47.71,33.04,33.92,35.93,36.01,34.88,21.61,26.24,42.04,40.9,21.0,22.48,32.87,32.87,33.57,30.86
2,0.2,0.0,476.0,0.0,0.0,-0.19,0.0,371.07,-4.91,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.5,3.37,51.0,85,49.0,-0.08,41.5,25.01,47.36,49.88,47.71,33.04,33.92,35.94,36.01,34.88,21.61,26.25,42.06,40.9,21.0,22.48,32.87,32.87,33.57,30.86
3,0.3,0.0,476.0,0.0,0.0,-0.2,0.0,371.02,-4.36,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.5,3.37,51.0,85,49.0,-0.08,41.5,25.01,47.36,49.87,47.71,33.04,33.92,35.95,36.01,34.88,21.61,26.26,42.08,40.9,21.0,22.48,32.87,32.87,33.57,30.86
4,0.4,0.0,476.0,0.0,0.0,-0.21,0.0,371.03,-4.31,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.5,3.37,51.0,85,49.0,-0.08,41.5,25.01,47.36,49.86,47.71,33.04,33.92,35.96,36.01,34.88,21.61,26.27,42.1,40.9,21.0,22.48,32.87,32.87,33.57,30.86
5,0.5,0.0,476.0,0.0,0.0,-0.19,0.0,371.08,-4.71,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.5,3.37,51.0,85,49.0,-0.08,41.5,25.01,47.36,49.85,47.71,33.04,33.92,35.96,36.01,34.88,21.61,26.28,42.11,40.9,21.0,22.48,32.87,32.87,33.57,30.86
6,0.6,0.0,476.0,0.0,0.0,-0.19,0.0,371.1,-4.66,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.5,3.37,51.0,85,49.0,-0.09,41.5,25.01,47.36,49.84,47.71,33.04,33.92,35.97,36.01,34.88,21.61,26.28,42.13,40.9,21.0,22.48,32.87,32.87,33.57,30.86
7,0.7,0.0,476.0,0.0,0.0,-0.19,0.0,371.1,-4.21,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.5,3.37,51.0,85,49.0,-0.1,41.5,25.01,47.36,49.83,47.71,33.04,33.92,35.98,36.01,34.88,21.61,26.29,42.15,40.9,21.0,22.48,32.87,32.87,33.57,30.86
8,0.8,0.0,476.0,0.0,0.0,-0.19,0.0,371.1,-4.03,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.5,3.37,51.0,85,49.0,-0.11,41.5,25.01,47.36,49.82,47.71,33.04,33.92,35.99,36.01,34.88,21.61,26.3,42.17,40.9,21.0,22.48,32.87,32.87,33.57,30.86
9,0.9,0.0,476.0,0.0,0.0,-0.22,0.0,371.1,-4.08,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.5,3.37,51.0,85,49.0,-0.11,41.5,25.01,47.36,49.82,47.71,33.04,33.92,36.0,36.01,34.88,21.61,26.31,42.18,40.9,21.0,22.48,32.87,32.87,33.57,30.86
10,1.0,0.0,476.0,0.0,0.0,-0.24,0.0,371.1,-4.23,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.48,3.37,51.0,85,49.0,-0.12,41.5,25.01,47.36,49.81,47.71,33.04,33.92,36.01,36.01,34.88,21.6,26.32,42.2,40.9,21.0,22.49,32.87,32.87,33.57,30.85
11,1.1,0.0,476.0,0.0,0.0,-0.23,0.0,371.1,-4.48,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.43,3.37,51.0,85,49.0,-0.13,41.5,25.01,47.36,49.8,47.7,33.03,33.92,36.01,36.01,34.88,21.59,26.32,42.2,40.9,21.0,22.5,32.87,32.87,33.57,30.85
12,1.2,0.0,476.0,0.0,0.0,-0.22,0.0,371.07,-4.49,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.38,3.37,51.0,85,49.0,-0.14,41.5,25.01,47.37,49.81,47.69,33.02,33.92,36.01,36.01,34.88,21.58,26.32,42.19,40.9,21.0,22.5,32.87,32.87,33.58,30.84
13,1.3,0.0,476.0,0.0,0.0,-0.24,0.0,371.02,-4.29,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.33,3.37,51.0,85,49.0,-0.14,41.5,25.01,47.38,49.82,47.69,33.01,33.92,36.01,36.01,34.88,21.58,26.32,42.18,40.9,21.0,22.51,32.87,32.87,33.59,30.83
14,1.4,0.0,476.0,0.0,0.0,-0.21,0.0,371.03,-4.33,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.28,3.37,51.0,85,49.0,-0.15,41.5,25.01,47.38,49.83,47.68,33.0,33.92,36.01,36.01,34.88,21.57,26.32,42.17,40.9,21.0,22.52,32.87,32.87,33.6,30.82
15,1.5,0.0,476.0,0.0,0.0,-0.21,0.0,371.08,-4.58,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.23,3.37,51.0,85,49.0,-0.15,41.5,25.01,47.39,49.84,47.67,32.99,33.92,36.01,36.01,34.88,21.56,26.32,42.17,40.9,21.0,22.53,32.87,32.87,33.61,30.81
16,1.6,0.0,476.0,0.0,0.0,-0.21,0.0,371.1,-4.83,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.18,3.37,51.0,85,49.0,-0.15,41.5,25.01,47.4,49.85,47.66,32.98,33.92,36.01,36.01,34.88,21.55,26.32,42.16,40.9,21.0,22.54,32.87,32.87,33.62,30.8
17,1.7,0.0,476.0,0.0,0.0,-0.19,0.0,371.1,-5.08,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.13,3.37,51.0,85,49.0,-0.15,41.5,25.01,47.41,49.85,47.65,32.98,33.92,36.01,36.01,34.88,21.54,26.32,42.15,40.9,21.0,22.55,32.87,32.87,33.62,30.79
18,1.8,0.0,476.0,0.0,0.0,-0.21,0.0,371.07,-4.99,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.08,3.37,51.0,85,49.0,-0.15,41.5,25.01,47.42,49.86,47.64,32.97,33.92,36.01,36.01,34.88,21.53,26.32,42.14,40.9,21.0,22.56,32.87,32.87,33.63,30.78
19,1.9,0.0,476.0,0.0,0.0,-0.21,0.0,371.02,-4.59,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.03,3.37,51.0,85,49.0,-0.15,41.5,25.01,47.43,49.87,47.63,32.96,33.92,36.01,36.01,34.88,21.52,26.32,42.13,40.9,21.0,22.57,32.87,32.87,33.64,30.78
20,2.0,0.0,476.0,0.0,0.0,-0.18,0.0,371.03,-4.51,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.0,3.37,51.0,85,49.0,-0.15,41.5,25.01,47.44,49.88,47.62,32.96,33.92,36.01,36.01,34.88,21.52,26.32,42.12,40.9,21.0,22.58,32.87,32.87,33.65,30.78
21,2.1,0.0,476.0,0.0,0.0,-0.22,0.0,371.08,-4.71,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.0,3.37,51.0,85,49.0,-0.15,41.5,25.01,47.44,49.89,47.62,32.97,33.92,36.01,36.01,34.88,21.51,26.33,42.11,40.9,21.0,22.6,32.87,32.87,33.65,30.8
22,2.2,0.0,476.0,0.0,0.0,-0.23,0.0,371.1,-4.56,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.0,3.37,51.0,85,49.0,-0.15,41.5,25.01,47.44,49.88,47.62,32.98,33.92,36.01,36.01,34.88,21.5,26.34,42.09,40.9,21.0,22.62,32.87,32.87,33.64,30.82
23,2.3,0.0,476.0,0.0,0.0,-0.19,0.0,371.1,-4.11,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.0,3.37,51.0,85,49.0,-0.15,41.5,25.01,47.44,49.87,47.62,32.99,33.92,36.01,36.01,34.88,21.49,26.35,42.07,40.9,21.0,22.63,32.87,32.87,33.63,30.84
24,2.4,0.0,476.0,0.0,0.0,-0.19,0.0,371.1,-3.93,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.0,3.37,51.0,85,49.0,-0.15,41.5,25.01,47.44,49.86,47.62,33.0,33.92,36.01,36.01,34.88,21.48,26.35,42.05,40.9,21.0,22.65,32.87,32.87,33.62,30.85
25,2.5,0.0,476.0,0.0,0.0,-0.18,0.0,371.1,-3.98,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.0,3.37,51.0,85,49.0,-0.17,41.5,25.01,47.44,49.85,47.62,33.0,33.92,36.01,36.01,34.88,21.47,26.36,42.04,40.9,21.0,22.67,32.87,32.87,33.61,30.87
26,2.6,0.0,476.0,0.0,0.0,-0.22,0.0,371.1,-4.16,13.0,14.0,52.8,59.0,8,88.5,1.16,1200.0,1200.0,0,1,374.0,3.25,3.0,3.37,51.0,85,49.0,-0.18,41.5,25.01,47.44,49.84,47.62,33.01,33.92,36.01,36.01,34.88,21.46,26.37,42.02,40.9,21.0,22.69,32.87,32.87,33.6,30.89
